Index,Height(Inches),Weight(Pounds),Height_cm,Weight_kg
4846,66.1763,137.8042,168.087802,62.50688269
4847,68.20944,123.0101,173.2519776,55.79639728
4848,67.33013,126.067,171.0185302,57.18298266
4849,70.70642,148.5372,179.5943068,67.37528562
4850,69.27187,110.7831,175.9505498,50.2503279
4851,66.49201,120.029,168.8897054,54.44419417
4852,63.73844,122.7468,161.8956376,55.67696651
4853,68.73929,128.6261,174.5977966,58.34376995
4854,65.95611,120.8344,167.5285194,54.80951716
4855,68.2791,125.4675,173.428914,56.91105426
4856,66.29813,127.7337,168.3972502,57.93898445
4857,67.26906,132.8131,170.8634124,60.24295966
4858,70.01685,141.7715,177.842799,64.30641823
4859,66.99124,121.3387,170.1577496,55.03826361
4860,63.33461,116.4184,160.8699094,52.80645489
4861,66.48133,114.4604,168.8625782,51.91832176
4862,66.96424,126.3607,170.0891696,57.31620263
4863,67.76229,129.6594,172.1162166,58.81246656
4864,68.64237,128.845,174.3516198,58.44306124
4865,70.16208,141.6777,178.2116832,64.2638713
4866,70.96379,140.0763,180.2480266,63.53748907
4867,69.50635,126.771,176.546129,57.50231143
4868,63.75673,104.9152,161.9420942,47.5886954
4869,67.97424,152.1104,172.6545696,68.99606056
4870,66.1089,119.3998,167.916606,54.15879408
4871,63.30114,102.7788,160.7848956,46.61964145
4872,68.76435,104.4743,174.661449,47.38870669
4873,67.68224,122.9173,171.9128896,55.75430394
4874,71.11972,130.0384,180.6440888,58.98437793
4875,68.865,121.9668,174.9171,55.32316475
4876,70.02623,131.5675,177.8666242,59.67796546
4877,65.6918,107.2827,166.857172,48.66257446
4878,63.3557,117.6886,160.923478,53.38260745
4879,66.86873,143.4791,169.8465742,65.08097193
4880,63.65356,102.6027,161.6800424,46.5397639
4881,65.50331,116.8988,166.3784074,53.02436049
4882,68.61979,123.9844,174.2942666,56.23833196
4883,71.06865,136.2899,180.514371,61.82000832
4884,67.90434,123.2082,172.4770236,55.88625385
4885,69.04428,144.3998,175.3724712,65.49859408
4886,68.23808,145.3389,173.3247232,65.92456233
4887,67.60055,119.9359,171.705397,54.40196475
4888,68.72349,131.6298,174.5576646,59.70622424
4889,69.72755,133.7225,177.107977,60.65545622
4890,67.39229,146.2703,171.1764166,66.34703792
4891,67.19624,119.8227,170.6784496,54.35061814
4892,65.56913,107.9515,166.5455902,48.96593679
4893,65.93896,109.1714,167.4849584,49.51927367
4894,68.3392,134.1385,173.581568,60.84415049
4895,66.37854,130.6212,168.6014916,59.24873135
4896,68.06195,116.0239,172.877353,52.62751285
4897,72.14804,134.4365,183.2560216,60.97932091
4898,66.3,134.8203,168.402,61.15340952
4899,70.52384,116.5449,179.1305536,52.86383428
4900,65.956,126.3619,167.52824,57.31674694
4901,69.77937,127.6585,177.2395998,57.90487433
4902,68.01271,125.5257,172.7522834,56.93745331
4903,71.04627,134.624,180.4575258,61.06436941
4904,70.30748,129.3855,178.5809992,58.68822772
4905,69.8685,127.9899,177.46599,58.05519472
4906,68.55351,119.5254,174.1259154,54.21576524
4907,68.04279,111.4427,172.8286866,50.54951718
4908,68.32377,143.6406,173.5423758,65.15422704
4909,68.43992,124.9,173.8373968,56.6536408
4910,69.70106,125.39,177.0406924,56.87590088
4911,69.86274,126.7733,177.4513596,57.50335469
4912,65.28588,120.2017,165.8261352,54.52252951
4913,68.23316,120.3497,173.3122264,54.58966112
4914,67.56772,130.5236,171.6220088,59.20446077
4915,67.92319,137.9222,172.5249026,62.56040654
4916,65.9763,118.559,167.579802,53.77741393
4917,66.72703,126.2936,169.4866562,57.28576661
4918,67.16036,135.8841,170.5873144,61.63594069
4919,67.7804,122.1423,172.162216,55.40277014
4920,64.55365,106.3292,163.966271,48.23007449
4921,67.47804,131.5261,171.3942216,59.65918675
4922,67.29005,122.7303,170.916727,55.66948224
4923,66.84522,114.8025,169.7868588,52.07349558
4924,63.83743,120.2347,162.1470722,54.53749804
4925,64.04876,122.1794,162.6838504,55.4195984
4926,69.05705,145.6834,175.404907,66.08082477
4927,66.07726,117.709,167.8362404,53.39186073
4928,69.83849,131.9638,177.3897646,59.85772397
4929,70.33978,128.3473,178.6630412,58.2173085
4930,67.88517,132.8351,172.4283318,60.25293868
4931,66.30635,120.4227,168.418129,54.62277334
4932,70.70419,127.4847,179.5886426,57.82604004
4933,64.63844,111.2536,164.1816376,50.46374293
4934,67.37468,118.4249,171.1316872,53.71658724
4935,67.32338,132.2462,171.0013852,59.98581835
4936,68.79557,137.0621,174.7407478,62.17027206
4937,69.49827,130.716,176.5256058,59.29173187
4938,69.18297,133.2681,175.7247438,60.44934402
4939,68.05335,120.2172,172.855509,54.52956018
4940,65.60027,124.9529,166.6246858,56.67763582
4941,69.84728,135.0017,177.4120912,61.23569111
4942,71.20265,155.3163,180.854731,70.45023115
4943,66.1002,114.3986,167.894508,51.89028977
4944,68.91567,143.1158,175.0458018,64.91618195
4945,65.88189,111.2503,167.3400006,50.46224608
4946,67.45521,121.8782,171.3362334,55.28297649
4947,67.21505,122.1602,170.726227,55.41088944
4948,65.97609,124.7486,167.5792686,56.58496697
4949,67.96746,130.7902,172.6373484,59.3253884
4950,66.85926,128.0209,169.8225204,58.06925607
4951,67.62991,120.2907,171.7799714,54.56289919
4952,67.1994,125.7923,170.686476,57.05838094
4953,65.68971,131.2235,166.8518634,59.52192981
4954,68.65173,131.3886,174.3753942,59.59681785
4955,68.37333,126.8527,173.6682582,57.5393699
4956,66.48906,112.4772,168.8822124,51.0187581
4957,66.03608,126.3124,167.7316432,57.29429414
4958,67.01056,118.5625,170.2068224,53.7790015
4959,67.52148,141.824,171.5045592,64.33023181
4960,68.94504,135.164,175.1204016,61.30930909
4961,65.95216,138.0343,167.5184864,62.61125421
4962,68.70893,111.9057,174.5206822,50.75953027
4963,64.0908,109.4352,162.790632,49.63893124
4964,66.00548,106.1651,167.6539192,48.15564004
4965,70.50014,138.7377,179.0703556,62.93031082
4966,69.06617,138.8835,175.4280718,62.99644453
4967,67.20849,131.6754,170.7095646,59.72690804
4968,68.71365,133.501,174.532671,60.55498559
4969,70.4988,123.6003,179.066952,56.06410728
4970,70.09293,120.5015,178.0360422,54.65851639
4971,67.10959,127.9008,170.4583586,58.01477967
4972,67.94613,108.2182,172.5831702,49.08690977
4973,69.9019,132.8392,177.550826,60.25479841
4974,68.45258,112.1406,173.8695532,50.86607904
4975,69.5192,131.5346,176.578768,59.66304228
4976,65.52153,124.897,166.4246862,56.65228002
4977,67.62906,115.9246,171.7778124,52.58247116
4978,69.24378,138.2668,175.8792012,62.71671435
4979,68.39542,131.5288,173.7243668,59.66041145
4980,64.77157,110.1024,164.5197878,49.94156782
4981,70.23436,137.102,178.3952744,62.18837038
4982,65.18062,109.788,165.5587748,49.7989585
4983,66.20453,112.9286,168.1595062,51.22350953
4984,70.60819,148.2754,179.3448026,67.25653524
4985,65.64079,119.3393,166.7276066,54.13135177
4986,69.72804,141.9129,177.1092216,64.37055614
4987,67.49767,139.6238,171.4440818,63.33223869
4988,69.18779,119.7962,175.7369866,54.33859795
4989,66.83553,115.7201,169.7622462,52.4897116
4990,67.17618,121.334,170.6274972,55.03613173
4991,68.75179,159.3608,174.6295466,72.28478399
4992,66.51066,133.2151,168.9370764,60.42530364
4993,67.34769,141.3034,171.0631326,64.09409181
4994,71.80087,129.831,182.3742098,58.89030295
4995,67.69782,120.7103,171.9524628,54.7532264
4996,69.0048,141.5982,175.272192,64.22781073
4997,69.06523,125.8677,175.4256842,57.09258178
4998,65.88747,112.3178,167.3541738,50.94645554
4999,65.84895,118.9697,167.256333,53.96370416
5000,67.18311,112.7574,170.6450994,51.14585458
5001,63.79598,111.7201,162.0417892,50.6753436
5002,67.47173,110.5494,171.3781942,50.14432344
5003,67.15867,103.8433,170.5830218,47.10249013
5004,70.38311,159.9758,178.7730994,72.56374307
5005,66.68444,130.2472,169.3784776,59.07908794
5006,66.66715,123.7624,169.334561,56.13763454
5007,66.82297,125.297,169.7303438,56.83371682
5008,66.6039,122.711,169.173906,55.66072791
5009,70.88882,160.0364,180.0576028,72.59123075
5010,70.28146,131.6777,178.5149084,59.7279513
5011,68.61527,124.199,174.2827858,56.33567281
5012,68.94252,122.5949,175.1140008,55.60806588
5013,70.00817,143.777,177.8207518,65.21609698
5014,63.92219,106.1497,162.3623626,48.14865472
5015,68.18982,135.6658,173.2021428,61.53692155
5016,66.93297,112.8116,170.0097438,51.17043927
5017,67.12819,118.7819,170.5056026,53.87851958
5018,67.29436,119.1211,170.9276744,54.03237799
5019,70.49073,121.0715,179.0464542,54.91706383
5020,66.8532,113.7029,169.807128,51.57472582
5021,68.51902,116.3811,174.0383108,52.78953591
5022,68.68968,128.0095,174.4717872,58.06408512
5023,67.64082,116.0115,171.8076828,52.62188831
5024,68.69251,133.2729,174.4789754,60.45152126
5025,67.6248,127.7888,171.766992,57.96397737
5026,68.8846,123.8782,174.966884,56.19016049
5027,69.76061,139.5499,177.1919494,63.29871824
5028,67.56118,126.6252,171.6053972,57.43617772
5029,69.78513,141.3982,177.2542302,64.13709233
5030,70.21612,151.0506,178.3489448,68.51534376
5031,66.27644,126.0282,168.3421576,57.16538329
5032,67.40846,148.4483,171.2174884,67.33496129
5033,68.20932,129.2407,173.2516728,58.62254759
5034,65.79974,132.286,167.1313396,60.00387131
5035,64.49618,106.4894,163.8202972,48.30273992
5036,65.69093,125.0984,166.8549622,56.74363345
5037,68.48055,130.2433,173.940597,59.07731893
5038,66.17897,123.5842,168.0945838,56.05680445
5039,63.55273,101.2994,161.4239342,45.94859744
5040,67.68025,118.3701,171.907835,53.6917304
5041,65.4426,109.8414,166.224204,49.82318031
5042,67.53819,131.1827,171.5470026,59.50342326
5043,67.20388,125.2316,170.6978552,56.80405191
5044,65.10901,131.8946,165.3768854,59.8263354
5045,67.71775,116.0773,172.003085,52.65173466
5046,66.27965,98.28455,168.350311,44.5810856
5047,71.03656,127.6602,180.4328624,57.90564544
5048,69.39922,134.0168,176.2740188,60.78894835
5049,67.60067,123.7417,171.7057018,56.12824519
5050,69.41439,125.4915,176.3125506,56.92194047
5051,67.06842,135.2419,170.3537868,61.3446439
5052,68.06961,122.0361,172.8968094,55.35459867
5053,63.88211,117.4632,162.2605594,53.28036781
5054,65.9194,120.1212,167.435276,54.48601535
5055,70.23642,124.4872,178.4005068,56.46639802
5056,63.84676,116.313,162.1707704,52.7586463
5057,68.9074,121.8405,175.024796,55.26587608
5058,64.0135,126.9209,162.59429,57.57030487
5059,67.36541,111.5266,171.1081414,50.58757355
5060,69.06481,132.1843,175.4246174,59.95774101
5061,67.06091,131.9966,170.3347114,59.87260179
5062,68.71498,118.7562,174.5360492,53.86686227
5063,70.10334,138.9367,178.0624836,63.02057563
5064,70.90589,132.6605,180.1009606,60.17374152
5065,66.77943,117.0903,169.6197522,53.11122336
5066,69.55338,121.8668,176.6655852,55.27780555
5067,68.45538,128.6212,173.8766652,58.34154735
5068,68.10538,130.0686,172.9876652,58.99807641
5069,64.46289,109.0084,163.7357406,49.44533817
5070,67.78582,110.3563,172.1759828,50.05673483
5071,65.82491,126.3494,167.1952714,57.31107704
5072,66.22711,130.879,168.2168594,59.36566737
5073,65.4258,130.8643,166.181532,59.35899957
5074,69.33268,123.4765,176.1050072,56.00795259
5075,65.30644,111.1681,165.8783576,50.42496082
5076,70.66767,151.1334,179.4958818,68.55290117
5077,67.86539,127.2278,172.3780906,57.70951226
5078,65.68213,114.755,166.8326102,52.05194996
5079,66.27532,131.1304,168.3393128,59.4797004
5080,64.15129,117.3512,162.9442766,53.22956551
5081,68.93691,126.7825,175.0997514,57.50752774
5082,66.77623,130.4524,169.6116242,59.17216502
5083,68.66098,110.209,174.3988892,49.98992073
5084,66.03851,120.0319,167.7378154,54.44550958
5085,71.34562,131.9006,181.2178748,59.82905696
5086,66.26107,118.9925,168.3031178,53.97404606
5087,70.96703,136.5441,180.2562562,61.93531141
5088,65.92505,114.2363,167.449627,51.81667179
5089,66.47783,119.0131,168.8536882,53.98339006
5090,68.65041,144.86,174.3720414,65.70733712
5091,68.22052,130.8069,173.2801208,59.33296338
5092,69.53697,144.8661,176.6239038,65.71010403
5093,71.31389,130.7968,181.1372806,59.32838211
5094,68.65623,138.8268,174.3868242,62.97072587
5095,63.90685,130.0556,162.323399,58.99217972
5096,69.54723,124.231,176.6499642,56.35018775
5097,63.83536,119.8695,162.1418144,54.37184624
5098,69.43228,110.2776,176.3579912,50.02103714
5099,68.8923,127.6997,174.986442,57.92356232
5100,65.97989,142.5486,167.5889206,64.65890457
5101,73.25816,157.0989,186.0757264,71.25880425
5102,65.69314,138.5876,166.8605756,62.86222666
5103,69.95721,128.1607,177.6913134,58.13266823
5104,69.93565,130.3446,177.636551,59.1232678
5105,67.55601,119.1028,171.5922654,54.02407726
5106,67.47638,115.6698,171.3900052,52.46689592
5107,69.05674,128.3985,175.4041196,58.24053241
5108,68.54497,136.1737,174.1042238,61.76730093
5109,70.44462,116.6906,178.9293348,52.92992264
5110,67.11656,131.4909,170.4760624,59.64322031
5111,67.60673,115.494,171.7210942,52.38715445
5112,67.76797,116.0487,172.1306438,52.63876193
5113,64.22799,116.596,163.1390946,52.88701283
5114,67.64933,138.6958,171.8292982,62.91130531
5115,66.94828,126.0413,170.0486312,57.17132535
5116,68.83697,145.686,174.8459038,66.08200411
5117,69.03861,128.7906,175.3580694,58.41838584
5118,67.88536,142.1595,172.4288144,64.48241192
5119,69.15298,138.9115,175.6485692,63.00914511
5120,65.76655,122.0769,167.047037,55.37310522
5121,66.41848,119.0393,168.7029392,53.99527417
5122,69.98636,136.7085,177.7653544,62.00988193
5123,69.33663,124.8379,176.1150402,56.62547274
5124,68.14856,129.218,173.0973424,58.61225106
5125,69.61056,124.5365,176.8108224,56.48876011
5126,70.24424,132.7187,178.4203696,60.20014057
5127,64.66037,110.1455,164.2373398,49.96111764
5128,67.14089,132.4193,170.5378606,60.06433513
5129,66.55536,120.6308,169.0506144,54.71716583
5130,67.02821,134.6226,170.2516534,61.06373438
5131,66.61015,131.3866,169.189781,59.59591067
5132,67.87365,134.9717,172.399071,61.22208335
5133,68.48489,121.162,173.9516206,54.9581139
5134,71.46727,146.1977,181.5268658,66.31410714
5135,67.52509,130.7501,171.5137286,59.30719936
5136,69.14416,123.9601,175.6261664,56.22730968
5137,66.34347,105.9251,168.5124138,48.04677796
5138,68.8517,147.2738,174.883318,66.80221749
5139,66.59398,128.4305,169.1487092,58.25504736
5140,68.79421,116.2545,174.7372934,52.73211116
5141,65.60404,128.8795,166.6342616,58.45871016
5142,69.60759,124.4609,176.8032786,56.45446855
5143,71.79002,131.1114,182.3466508,59.47108215
5144,65.39644,133.017,166.1069576,60.33544706
5145,68.186,123.0559,173.19244,55.81717179
5146,70.64194,128.8506,179.4305276,58.44560136
5147,69.27806,146.6325,175.9662724,66.51132894
5148,65.41192,125.2607,166.1462768,56.81725143
5149,69.74131,135.9477,177.1429274,61.66478914
5150,69.68791,149.0918,177.0072914,67.62684775
5151,67.61616,129.9896,171.7450464,58.96224264
5152,65.33279,115.5896,165.9452866,52.43051784
5153,68.09827,122.5938,172.9696058,55.60756693
5154,67.78589,130.5478,172.1761606,59.2154377
5155,66.37325,110.4683,168.588055,50.10753713
5156,70.70383,147.9488,179.5877282,67.10839209
5157,67.77536,135.435,172.1494144,61.43223252
5158,70.16781,132.2276,178.2262374,59.97738154
5159,65.08294,124.8522,165.3106676,56.6319591
5160,68.09864,139.5397,172.9705456,63.2940916
5161,69.72378,127.9841,177.0984012,58.05256389
5162,66.10587,129.5105,167.9089098,58.74492672
5163,68.81614,128.4016,174.7929956,58.24193855
5164,66.34879,136.5927,168.5259266,61.95735598
5165,68.85181,131.0471,174.8835974,59.44191618
5166,67.88949,135.8495,172.4393046,61.6202464
5167,67.3565,124.7415,171.08551,56.58174647
5168,67.87392,123.9916,172.3997568,56.24159783
5169,67.82355,120.0348,172.271817,54.446825
5170,68.93013,119.6138,175.0825302,54.25586277
5171,66.72655,104.4695,169.485437,47.38652944
5172,69.96413,141.4657,177.7088902,64.16770979
5173,70.92472,133.859,180.1487888,60.71737153
5174,68.15966,130.2032,173.1255364,59.05912989
5175,65.71158,120.7602,166.9074132,54.77586064
5176,66.88241,116.1838,169.8813214,52.70004221
5177,67.87445,129.3543,172.401103,58.67407565
5178,69.77941,140.2507,177.2397014,63.61659551
5179,65.39579,114.7891,166.1053066,52.06741745
5180,70.51058,117.7705,179.0968732,53.41975664
5181,66.56644,121.7629,169.0787576,55.23067734
5182,68.74163,146.386,174.6037402,66.39951851
5183,68.50865,142.5118,174.011971,64.64221239
5184,67.86683,136.538,172.3817482,61.9325445
5185,65.68959,108.1989,166.8515586,49.07815545
5186,68.1756,126.6541,173.166024,57.44928653
5187,67.27204,128.769,170.8709816,58.40858825
5188,65.3007,130.2829,165.863778,59.09528118
5189,68.37952,126.2574,173.6839808,57.26934658
5190,70.39798,119.4655,178.8108692,54.18859508
5191,65.3603,112.0012,166.015162,50.80284831
5192,68.8706,129.9499,174.931324,58.94423504
5193,66.21022,116.362,168.1739588,52.7808723
5194,68.94788,142.8095,175.1276152,64.77724672
5195,68.04951,123.9961,172.8457554,56.24363899
5196,66.09906,118.4749,167.8916124,53.73926684
5197,65.89673,138.4134,167.3776942,62.78321093
5198,67.19993,111.4001,170.6878222,50.53019416
5199,69.40899,105.0894,176.2988346,47.66771112
5200,69.07487,129.1519,175.4501698,58.58226862
5201,67.65384,120.3397,171.8407536,54.5851252
5202,68.48956,120.7475,173.9634824,54.77010002
5203,68.34723,124.124,173.6019642,56.30165341
5204,69.67407,140.3264,176.9721378,63.65093243
5205,65.19464,119.1674,165.5943856,54.0533793
5206,69.81691,139.3101,177.3349514,63.18994688
5207,64.26605,115.7719,163.235767,52.51320766
5208,68.77984,128.1583,174.7007936,58.13157961
5209,64.94194,119.9868,164.9525276,54.42505259
5210,69.40853,136.2726,176.2976662,61.81216118
5211,66.60982,120.7165,169.1889428,54.75603867
5212,68.74031,143.4148,174.6003874,65.05180596
5213,72.8443,146.7131,185.024522,66.54788846
5214,65.56742,114.1088,166.5412468,51.75883881
5215,67.30672,119.2437,170.9590688,54.08798837
5216,67.87438,129.1951,172.4009252,58.6018638
5217,67.37272,110.0987,171.1267088,49.93988953
5218,68.52976,132.8156,174.0655904,60.24409364
5219,67.2006,120.7292,170.689524,54.76179929
5220,71.326,133.6295,181.16804,60.61327216
5221,66.99797,113.5302,170.1748438,51.49639048
5222,70.15071,144.6167,178.1828034,65.59697819
5223,67.56198,111.4511,171.6074292,50.55332735
5224,67.84632,131.1354,172.3296528,59.48196836
5225,67.99597,124.7397,172.7097638,56.58093
5226,71.45949,136.4103,181.5071046,61.8746208
5227,65.98938,133.9456,167.6130252,60.7566526
5228,70.30094,148.0703,178.5643876,67.16350352
5229,69.63548,118.8671,176.8741192,53.91716562
5230,68.12716,130.0225,173.0429864,58.97716582
5231,67.19533,117.8517,170.6761382,53.45658831
5232,69.96297,131.029,177.7059438,59.43370617
5233,70.75433,139.7372,179.7159982,63.38367602
5234,64.90027,99.29265,164.8466858,45.0383517
5235,67.53863,122.6701,171.5481202,55.642176
5236,66.93918,112.5864,170.0255172,51.06829035
5237,66.74599,114.6931,169.5348146,52.02387262
5238,67.53267,124.3523,171.5329818,56.40520846
5239,67.03579,113.4992,170.2709066,51.48232913
5240,66.19745,119.4549,168.141523,54.183787
5241,66.16514,116.2537,168.0594556,52.73174829
5242,70.4784,141.2563,179.015136,64.07272763
5243,66.71437,112.926,169.4544998,51.22233019
5244,67.52916,120.8297,171.5240664,54.80738528
5245,70.87923,144.9908,180.0332442,65.76666695
5246,70.87713,120.3404,180.0279102,54.58544272
5247,62.52373,101.0402,158.8102742,45.8310264
5248,67.78636,136.2587,172.1773544,61.80585625
5249,67.1394,121.6793,170.534076,55.19275705
5250,67.39241,124.8535,171.1767214,56.63254877
5251,65.87821,127.8471,167.3306534,57.99042178
5252,66.55073,137.5442,169.0388542,62.38894877
5253,65.77153,103.9089,167.0596862,47.13224577
5254,67.98557,141.2212,172.6833478,64.05680655
5255,66.84341,115.4613,169.7822614,52.37232199
5256,69.21199,128.5016,175.7984546,58.28729775
5257,66.35945,122.8733,168.553003,55.73434589
5258,69.23369,130.3051,175.8535726,59.10535092
5259,68.82616,133.9048,174.8184464,60.73814604
5260,69.36336,139.0361,176.1829344,63.06566267
5261,70.20959,134.7929,178.3323586,61.1409811
5262,68.15011,136.8965,173.1012794,62.09515723
5263,68.06755,112.9757,172.891577,51.24487371
5264,66.61783,113.0753,169.2092882,51.29005148
5265,66.84021,131.2762,169.7741334,59.54583411
5266,70.60805,145.9398,179.344447,66.19712576
5267,70.98349,143.2473,180.2980646,64.9758293
5268,68.09578,136.2662,172.9632812,61.80925819
5269,68.63828,134.4078,174.3412312,60.96630282
5270,69.50947,135.2759,176.5540538,61.36006603
5271,67.27908,118.9625,170.8888632,53.9604383
5272,67.62248,106.5357,171.7610992,48.32374123
5273,65.98498,124.1788,167.6018492,56.32651025
5274,70.60025,143.1552,179.324635,64.93405348
5275,65.18921,118.4354,165.5805934,53.72134996
5276,66.32422,120.6698,168.4635188,54.73485592
5277,67.62091,136.1237,171.7571114,61.74462133
5278,69.19727,113.7928,175.7610658,51.61550374
5279,66.1129,124.6016,167.926766,56.51828895
5280,68.12418,133.7479,173.0354172,60.66697746
5281,69.48945,143.7332,176.503203,65.19622965
5282,67.16699,122.6097,170.6041546,55.61477904
5283,66.45846,127.9224,168.8044884,58.02457726
5284,68.57463,119.9155,174.1795602,54.39271148
5285,70.02842,158.2521,177.8721868,71.78188654
5286,65.46377,101.8393,166.2779758,46.19349177
5287,66.48352,125.5619,168.8681408,56.95387334
5288,65.78847,112.7934,167.1027138,51.16218389
5289,69.14324,113.9947,175.6238296,51.70708396
5290,66.10192,120.5016,167.8988768,54.65856175
5291,68.5156,110.4182,174.029624,50.08481217
5292,64.2164,129.756,163.109656,58.85628355
5293,69.15358,129.065,175.6500932,58.54285148
5294,66.83911,126.2087,169.7713394,57.24725665
5295,64.05746,109.798,162.7059484,49.80349442
5296,67.80361,134.8236,172.2211694,61.15490637
5297,67.78006,146.6249,172.1613524,66.50788164
5298,66.0792,121.5591,167.841168,55.13823529
5299,67.54866,119.1681,171.5735964,54.05369682
5300,67.18499,111.7433,170.6498746,50.68586693
5301,66.36282,123.4684,168.5615628,56.00427849
5302,66.21209,120.9058,168.1787086,54.84190363
5303,69.61635,123.0992,176.825529,55.83681233
5304,66.83693,123.2452,169.7658022,55.90303676
5305,71.80311,132.7094,182.3798994,60.19592216
5306,67.0625,126.7332,170.33875,57.48516565
5307,72.96339,135.2564,185.3270106,61.35122099
5308,70.34828,151.3674,178.6846312,68.6590417
5309,70.09653,150.9294,178.0451862,68.4603684
5310,69.20104,140.2394,175.7706416,63.61146992
5311,70.35624,132.7655,178.7048496,60.22136868
5312,69.78453,144.8798,177.2527062,65.71631824
5313,71.39937,129.2934,181.3543998,58.64645189
5314,67.0059,116.8217,170.194986,52.98938855
5315,66.79299,124.906,169.6541946,56.65636235
5316,67.86676,125.3757,172.3815704,56.86941451
5317,67.25419,103.8437,170.8256426,47.10267157
5318,68.56236,122.4352,174.1483944,55.53562724
5319,66.43275,136.132,168.739185,61.74838614
5320,68.91151,125.792,175.0352354,57.05824486
5321,67.50477,126.8799,171.4621158,57.5517076
5322,69.08511,145.0689,175.4761794,65.80209249
5323,68.7803,148.623,174.701962,67.41420382
5324,66.66053,135.6636,169.3177462,61.53592365
5325,68.66602,114.7145,174.4116908,52.03357948
5326,68.47595,114.8512,173.928913,52.09558551
5327,67.53608,128.0852,171.5416432,58.09842204
5328,66.23142,121.6196,168.2278068,55.1656776
5329,69.17542,124.7148,175.7055668,56.56963556
5330,67.34508,120.9551,171.0565032,54.86426572
5331,67.77776,117.0167,172.1555104,53.07783899
5332,66.91716,115.5379,169.9695864,52.40706714
5333,68.65138,130.497,174.3745052,59.19239522
5334,66.97762,136.012,170.1231548,61.6939551
5335,69.11727,140.2511,175.5578658,63.61677695
5336,65.2278,132.8841,165.678612,60.27516469
5337,66.3529,126.9573,168.536366,57.58681562
5338,67.90441,122.0685,172.4772014,55.36929505
5339,67.14182,107.8829,170.5402228,48.93482038
5340,69.26936,139.1728,175.9441744,63.1276687
5341,67.55353,123.1504,171.5859662,55.86003624
5342,69.1191,127.1047,175.562514,57.65367508
5343,66.5787,130.5048,169.109898,59.19593324
5344,68.34422,126.8956,173.5943188,57.558829
5345,70.87732,142.4991,180.0283928,64.63645177
5346,66.25515,109.9755,168.288081,49.884007
5347,70.20374,142.2116,178.3174996,64.50604407
5348,65.37244,119.6729,166.0459976,54.28267006
5349,69.21393,139.5979,175.8033822,63.32049066
5350,66.65743,125.0117,169.3098722,56.70430703
5351,70.90598,144.8867,180.1011892,65.71944803
5352,67.63273,116.9137,171.7871342,53.03111901
5353,67.44579,133.6929,171.3123066,60.6420299
5354,69.61543,149.4255,176.8231922,67.7782114
5355,70.72786,134.2975,179.6487644,60.91627162
5356,67.81233,134.3642,172.2433182,60.94652621
5357,68.88371,130.2664,174.9646234,59.08779691
5358,67.59685,128.0565,171.695999,58.08540395
5359,66.18908,129.8912,168.1202632,58.91760919
5360,67.0619,122.516,170.337226,55.57227747
5361,71.40566,142.8255,181.3703764,64.7845042
5362,69.94381,144.2052,177.6572774,65.41032508
5363,68.12088,129.3957,173.0270352,58.69285435
5364,70.07833,132.5733,177.9989582,60.13418829
5365,69.21921,138.4788,175.8167934,62.81287585
5366,65.07625,120.4977,165.293675,54.65679274
5367,66.64317,86.982,169.2736518,39.45433934
5368,69.09678,136.2561,175.5058212,61.80467691
5369,67.29797,128.014,170.9368438,58.06612629
5370,70.07962,138.1994,178.0022348,62.68614224
5371,68.17719,128.9954,173.1700626,58.51128148
5372,70.62613,147.3147,179.3903702,66.8207694
5373,72.75675,155.6063,184.802145,70.58177283
5374,65.50945,114.2107,166.394003,51.80505983
5375,69.80503,118.0632,177.3047762,53.55252301
5376,68.48037,122.2135,173.9401398,55.43506589
5377,69.39191,132.1548,176.2554514,59.94436004
5378,69.89743,132.8384,177.5394722,60.25443553
5379,71.03366,120.7296,180.4254964,54.76198072
5380,64.18042,105.3415,163.0182668,47.78206167
5381,67.25981,115.6019,170.8399174,52.43609702
5382,69.88668,133.1821,177.5121672,60.4103351
5383,68.77416,143.2226,174.6863664,64.96462558
5384,70.75119,132.8196,179.7080226,60.245908
5385,69.77175,140.4321,177.220245,63.6988771
5386,66.47653,135.1056,168.8503862,61.28281932
5387,68.16365,127.6326,173.135671,57.8931263
5388,66.4353,134.5752,168.745662,61.04223412
5389,70.13482,122.9368,178.1424428,55.76314899
5390,71.70658,136.632,182.1347132,61.97518214
5391,66.92527,123.4431,169.9901858,55.99280262
5392,67.12563,123.5752,170.4991002,56.05272212
5393,69.16564,125.887,175.6807256,57.1013361
5394,68.8406,125.7733,174.855124,57.04976269
5395,70.75604,166.2812,179.7203416,75.42382207
5396,71.42444,131.7763,181.4180776,59.77267547
5397,69.45553,134.4084,176.4170462,60.96657497
5398,67.59746,131.5971,171.6975484,59.69139178
5399,69.20977,129.3553,175.7928158,58.67452924
5400,68.55325,132.7205,174.125255,60.20095704
5401,68.57877,120.9452,174.1900758,54.85977516
5402,66.26275,100.455,168.307385,45.56558436
5403,65.96056,113.3895,167.5398224,51.43257008
5404,69.5447,134.9309,176.643538,61.20357679
5405,69.03723,121.8168,175.3545642,55.25512595
5406,70.25581,149.6514,178.4497574,67.88067783
5407,65.24262,118.8877,165.7162548,53.92650962
5408,66.61174,123.9036,169.1938196,56.20168173
5409,65.44916,129.4155,166.2408664,58.70183548
5410,68.46313,115.2733,173.8963502,52.28704669
